Transaction_Date,Stock_ Date,Invoice_ID,Age_Group_Key,Customer_Gender_Key,Region_Key,Product_Category_Key,Sub_Category_Key,Product_Key,Quantity_Sold
1/12/2019,8/7/2018,INV-60290,3,1,9,2,10,238,2
1/12/2019,10/27/2018,INV-60291,3,1,10,2,10,236,2
1/12/2019,7/24/2018,INV-60292,1,2,10,2,11,274,4
1/13/2019,11/7/2018,INV-60293,1,2,1,2,10,232,2
1/13/2019,11/2/2018,INV-60294,3,1,4,2,11,250,2
1/13/2019,7/25/2018,INV-60295,1,2,7,2,11,256,4
1/13/2019,12/31/2018,INV-60296,1,1,8,2,11,255,2
1/13/2019,9/4/2018,INV-60297,1,2,8,2,11,313,2
1/13/2019,11/6/2018,INV-60298,3,2,9,2,10,228,3
1/13/2019,11/7/2018,INV-60299,3,1,9,2,10,239,3
1/13/2019,12/28/2018,INV-60300,3,2,9,2,11,256,2
1/13/2019,12/31/2018,INV-60301,1,1,9,2,11,261,2
1/13/2019,10/19/2018,INV-60302,1,1,10,2,11,256,3
1/13/2019,8/28/2018,INV-60303,1,1,10,2,11,315,3
1/13/2019,11/1/2018,INV-60304,4,1,10,2,11,273,2
1/14/2019,9/15/2018,INV-60305,3,1,1,2,10,231,4
1/14/2019,11/8/2018,INV-60306,1,1,1,2,10,229,2
1/14/2019,10/10/2018,INV-60307,1,1,4,2,10,229,2
1/14/2019,10/1/2018,INV-60308,3,2,9,2,10,226,3
1/14/2019,9/6/2018,INV-60309,4,1,9,2,10,232,4
1/14/2019,10/17/2018,INV-60310,3,2,10,2,10,232,2
1/15/2019,9/25/2018,INV-60311,1,2,1,2,10,232,4
1/15/2019,9/13/2018,INV-60312,3,2,4,2,11,250,2
1/15/2019,12/6/2018,INV-60313,1,1,8,2,11,252,4
1/15/2019,11/25/2018,INV-60314,1,1,8,2,11,274,4
1/15/2019,10/3/2018,INV-60315,4,1,9,2,10,228,4
1/15/2019,12/27/2018,INV-60316,3,2,9,2,10,232,4
1/15/2019,11/7/2018,INV-60317,3,1,9,2,10,226,2
1/15/2019,10/24/2018,INV-60318,3,1,9,2,11,256,2
1/15/2019,9/24/2018,INV-60319,3,1,9,2,11,263,2
1/15/2019,11/1/2018,INV-60320,3,2,10,2,11,246,4
1/16/2019,12/31/2018,INV-60321,1,1,1,2,10,227,2
1/16/2019,8/9/2018,INV-60322,3,1,1,2,11,314,2
1/16/2019,8/24/2018,INV-60323,1,2,4,2,11,262,2
1/16/2019,11/30/2018,INV-60324,3,2,4,2,11,250,2
1/16/2019,12/22/2018,INV-60325,1,2,6,2,11,261,2
1/16/2019,11/11/2018,INV-60326,3,2,7,2,11,252,2
1/16/2019,7/22/2018,INV-60327,1,2,7,2,11,259,4
1/16/2019,11/18/2018,INV-60328,3,2,8,2,10,231,2
1/16/2019,1/10/2019,INV-60329,4,2,9,2,10,228,4
1/16/2019,11/10/2018,INV-60330,1,1,9,2,11,245,4
1/16/2019,10/4/2018,INV-60331,1,2,10,2,10,229,3
1/17/2019,11/8/2018,INV-60332,1,1,1,2,10,232,2
1/17/2019,12/10/2018,INV-60333,1,2,4,2,10,227,4
1/17/2019,8/26/2018,INV-60334,3,1,4,2,11,250,4
1/17/2019,10/15/2018,INV-60335,1,2,4,2,11,262,2
1/17/2019,8/31/2018,INV-60336,3,2,9,2,10,243,2
1/17/2019,8/17/2018,INV-60337,4,2,9,2,10,229,4
1/17/2019,7/23/2018,INV-60338,4,1,10,2,11,264,2
1/18/2019,10/25/2018,INV-60339,1,1,4,2,10,225,2
1/18/2019,9/21/2018,INV-60340,1,2,6,2,11,255,4
1/18/2019,10/15/2018,INV-60341,1,1,7,2,11,255,2
1/18/2019,7/22/2018,INV-60342,1,1,8,2,11,257,4
1/18/2019,9/10/2018,INV-60343,3,2,9,2,10,226,2
1/18/2019,9/21/2018,INV-60344,1,2,9,2,11,253,2
1/18/2019,11/2/2018,INV-60345,1,2,10,2,11,271,4
1/19/2019,11/11/2018,INV-60346,1,2,1,2,10,231,3
1/19/2019,9/4/2018,INV-60347,3,2,9,2,10,226,2
1/19/2019,11/14/2018,INV-60348,3,2,9,2,10,232,2
1/19/2019,11/30/2018,INV-60349,1,2,9,2,11,246,2
1/19/2019,11/10/2018,INV-60350,3,2,10,2,11,257,2
1/20/2019,9/30/2018,INV-60351,1,2,1,2,10,235,2
1/20/2019,8/27/2018,INV-60352,3,1,7,2,10,228,2
1/20/2019,1/6/2019,INV-60353,1,1,7,2,11,244,2
1/20/2019,1/1/2019,INV-60354,3,1,9,2,10,232,2
1/20/2019,12/7/2018,INV-60355,3,2,9,2,10,236,2
1/20/2019,9/21/2018,INV-60356,3,1,9,2,11,256,4
1/20/2019,9/4/2018,INV-60357,3,2,10,2,10,309,2
1/21/2019,11/29/2018,INV-60358,1,2,1,2,10,231,3
1/21/2019,8/19/2018,INV-60359,1,1,8,2,11,254,2
1/21/2019,1/6/2019,INV-60360,4,1,9,2,10,307,2
1/21/2019,11/14/2018,INV-60361,3,2,9,2,10,228,2
1/21/2019,10/20/2018,INV-60362,1,2,9,2,11,245,2
1/21/2019,9/5/2018,INV-60363,1,2,9,2,11,273,2
1/21/2019,1/2/2019,INV-60364,3,1,9,2,11,273,3
1/22/2019,8/10/2018,INV-60365,1,1,1,2,11,244,2
1/22/2019,12/22/2018,INV-60366,1,2,4,2,11,262,2
1/22/2019,10/14/2018,INV-60367,3,2,6,2,11,254,2
1/22/2019,1/16/2019,INV-60368,1,1,8,2,11,253,2
1/22/2019,9/21/2018,INV-60369,1,1,8,2,11,253,2
1/22/2019,12/31/2018,INV-60370,3,2,9,2,10,228,4
1/22/2019,11/20/2018,INV-60371,4,1,9,2,10,226,2
1/22/2019,11/8/2018,INV-60372,1,2,9,2,11,271,2
1/22/2019,8/19/2018,INV-60373,3,2,9,2,11,259,2
1/22/2019,12/2/2018,INV-60374,3,2,10,2,11,315,2
1/23/2019,8/14/2018,INV-60375,1,1,1,2,11,247,2
1/23/2019,9/3/2018,INV-60376,4,2,4,2,11,268,2
1/23/2019,12/31/2018,INV-60377,3,1,4,2,11,265,2
1/23/2019,9/28/2018,INV-60378,3,1,4,2,11,250,2
1/23/2019,12/9/2018,INV-60379,1,1,7,2,11,269,2
1/23/2019,11/17/2018,INV-60380,1,1,8,2,11,271,4
1/23/2019,8/4/2018,INV-60381,3,2,9,2,10,227,4
1/23/2019,12/2/2018,INV-60382,3,1,9,2,10,226,4
1/23/2019,8/23/2018,INV-60383,1,1,9,2,11,273,2
1/23/2019,1/10/2019,INV-60384,1,2,9,2,11,274,2
1/23/2019,1/5/2019,INV-60385,3,1,9,2,11,263,2
1/23/2019,10/18/2018,INV-60386,3,1,9,2,11,246,2
1/23/2019,10/31/2018,INV-60387,3,2,10,2,10,239,4
1/23/2019,8/4/2018,INV-60388,1,1,10,2,11,247,2
1/24/2019,10/2/2018,INV-60389,3,1,4,2,11,261,3
1/24/2019,12/9/2018,INV-60390,3,1,4,2,11,250,2
1/24/2019,12/8/2018,INV-60391,3,1,7,2,10,225,4
1/24/2019,1/13/2019,INV-60392,1,1,8,2,10,231,4
1/24/2019,9/5/2018,INV-60393,3,1,8,2,11,271,2
1/24/2019,8/12/2018,INV-60394,3,2,9,2,11,256,2
1/24/2019,8/21/2018,INV-60395,1,1,10,2,10,226,3
1/25/2019,9/24/2018,INV-60396,4,1,1,2,11,249,2
1/25/2019,1/5/2019,INV-60397,4,1,4,2,11,245,2
1/25/2019,8/16/2018,INV-60398,1,1,7,2,10,231,2
1/25/2019,11/30/2018,INV-60399,3,2,9,2,11,250,2
1/26/2019,12/1/2018,INV-60400,1,1,4,2,10,238,4
1/26/2019,12/1/2018,INV-60401,3,2,7,2,10,231,2
1/26/2019,10/4/2018,INV-60402,1,1,7,2,11,255,2
1/26/2019,1/14/2019,INV-60403,3,1,9,2,10,226,3
1/26/2019,11/28/2018,INV-60404,3,2,9,2,10,232,3
1/26/2019,9/25/2018,INV-60405,3,1,9,2,11,256,3
1/26/2019,11/2/2018,INV-60406,3,1,9,2,11,256,4
1/26/2019,9/7/2018,INV-60407,1,2,9,2,11,249,3
1/26/2019,1/17/2019,INV-60408,1,1,9,2,11,275,2
1/26/2019,7/31/2018,INV-60409,3,2,10,2,10,229,2
1/27/2019,12/24/2018,INV-60410,3,2,4,2,10,231,3
1/27/2019,10/24/2018,INV-60411,3,2,9,2,11,257,2
1/27/2019,8/24/2018,INV-60412,3,1,10,2,11,264,2
1/28/2019,9/27/2018,INV-60413,1,1,1,2,11,247,2
1/28/2019,10/11/2018,INV-60414,3,1,8,2,11,245,2
1/28/2019,12/11/2018,INV-60415,3,1,9,2,10,243,2
1/28/2019,1/11/2019,INV-60416,3,2,9,2,10,232,2
1/28/2019,10/24/2018,INV-60417,1,1,9,2,11,256,2
1/29/2019,12/29/2018,INV-60418,1,1,1,2,11,244,2
1/29/2019,12/4/2018,INV-60419,1,1,8,2,11,269,2
1/29/2019,12/20/2018,INV-60420,1,2,9,2,11,256,3
1/29/2019,8/20/2018,INV-60421,3,2,9,2,11,259,3
1/29/2019,11/4/2018,INV-60422,1,1,9,2,11,274,2
1/29/2019,10/7/2018,INV-60423,1,1,10,2,11,264,4
1/29/2019,12/26/2018,INV-60424,3,2,10,2,11,271,4
1/29/2019,8/25/2018,INV-60425,1,1,10,2,11,249,2
1/30/2019,10/11/2018,INV-60426,3,1,4,2,11,265,2
1/30/2019,10/29/2018,INV-60427,3,1,7,2,11,275,3
1/30/2019,9/9/2018,INV-60428,1,2,8,2,11,246,3
1/30/2019,11/27/2018,INV-60429,3,1,9,2,10,232,3
1/30/2019,1/4/2019,INV-60430,1,1,9,2,11,255,3
1/30/2019,9/27/2018,INV-60431,1,1,9,2,11,275,2
1/31/2019,9/9/2018,INV-60432,1,1,1,2,11,244,2
1/31/2019,9/17/2018,INV-60433,1,1,4,2,10,229,2
1/31/2019,12/14/2018,INV-60434,1,2,6,2,10,229,2
1/31/2019,10/5/2018,INV-60435,3,1,6,2,10,235,2
1/31/2019,12/21/2018,INV-60436,3,1,7,2,10,228,4
1/31/2019,10/24/2018,INV-60437,3,2,7,2,11,252,2
1/31/2019,9/1/2018,INV-60438,1,1,9,2,11,249,2
1/31/2019,9/15/2018,INV-60439,1,1,9,2,11,269,2
2/1/2019,8/29/2018,INV-60440,4,2,1,2,10,227,2
2/1/2019,1/10/2019,INV-60441,3,1,1,2,11,245,2
2/1/2019,11/27/2018,INV-60442,4,2,1,2,11,246,2
2/1/2019,10/9/2018,INV-60443,1,1,4,2,10,229,2
2/1/2019,10/21/2018,INV-60444,4,1,4,2,11,245,3
2/1/2019,12/20/2018,INV-60445,3,2,4,2,11,273,2
2/1/2019,1/20/2019,INV-60446,1,2,9,2,10,228,2
2/1/2019,8/8/2018,INV-60447,1,2,9,2,10,234,2
2/1/2019,9/21/2018,INV-60448,3,2,9,2,11,253,2
2/1/2019,11/20/2018,INV-60449,1,1,9,2,11,264,2
2/2/2019,11/12/2018,INV-60450,3,2,1,2,10,227,2
2/2/2019,11/1/2018,INV-60451,3,2,4,2,11,273,3
2/2/2019,10/8/2018,INV-60452,1,2,8,2,11,252,4
2/2/2019,10/4/2018,INV-60453,1,1,8,2,11,263,2
2/2/2019,8/9/2018,INV-60454,4,2,9,2,10,227,2
2/2/2019,1/7/2019,INV-60455,4,2,9,2,10,228,2
2/2/2019,12/24/2018,INV-60456,1,1,9,2,11,248,2
2/2/2019,9/8/2018,INV-60457,1,2,9,2,11,263,4
2/2/2019,8/15/2018,INV-60458,1,2,9,2,11,256,2
2/2/2019,9/27/2018,INV-60459,1,1,10,2,11,260,2
2/3/2019,11/24/2018,INV-60460,3,2,7,2,10,307,2
2/3/2019,8/30/2018,INV-60461,4,1,7,2,10,229,3
2/3/2019,11/1/2018,INV-60462,3,2,8,2,10,226,2
2/3/2019,11/30/2018,INV-60463,1,1,8,2,11,247,2
2/3/2019,10/7/2018,INV-60464,1,1,8,2,11,265,2
2/3/2019,9/25/2018,INV-60465,3,2,9,2,11,257,2
2/3/2019,8/22/2018,INV-60466,3,2,9,2,11,259,3
2/3/2019,12/22/2018,INV-60467,3,1,10,2,11,250,2
2/3/2019,1/3/2019,INV-60468,3,1,10,2,11,273,2
2/4/2019,10/27/2018,INV-60469,4,2,1,2,11,268,4
2/4/2019,9/7/2018,INV-60470,1,2,4,2,10,229,2
2/4/2019,1/17/2019,INV-60471,3,2,4,2,11,314,2
2/4/2019,11/30/2018,INV-60472,1,1,6,2,10,228,2
2/4/2019,12/7/2018,INV-60473,3,1,7,2,11,256,3
2/4/2019,12/24/2018,INV-60474,1,2,9,2,10,237,4
2/4/2019,10/22/2018,INV-60475,4,2,9,2,10,228,2
2/4/2019,8/23/2018,INV-60476,1,2,9,2,11,248,2
2/4/2019,12/16/2018,INV-60477,3,1,9,2,11,245,2
2/4/2019,9/12/2018,INV-60478,3,1,9,2,11,256,2
2/4/2019,1/11/2019,INV-60479,1,2,9,2,11,271,2
2/4/2019,11/12/2018,INV-60480,1,2,9,2,11,265,3
2/4/2019,10/5/2018,INV-60481,1,1,9,2,11,266,2
2/4/2019,9/14/2018,INV-60482,3,1,9,2,11,249,2
2/4/2019,9/15/2018,INV-60483,1,1,10,2,11,245,2
2/4/2019,9/4/2018,INV-60484,3,2,10,2,11,263,2
2/4/2019,12/3/2018,INV-60485,3,2,10,2,11,261,4
2/5/2019,9/24/2018,INV-60486,3,1,1,2,10,237,2
2/5/2019,11/26/2018,INV-60487,3,2,1,2,10,226,2
2/5/2019,8/24/2018,INV-60488,3,2,4,2,10,229,3
2/5/2019,9/2/2018,INV-60489,1,2,6,2,11,248,2
2/5/2019,8/30/2018,INV-60490,3,1,7,2,11,246,2
2/5/2019,1/3/2019,INV-60491,1,1,9,2,10,232,2
2/5/2019,10/14/2018,INV-60492,1,1,9,2,11,263,3
2/5/2019,11/15/2018,INV-60493,3,2,10,2,10,227,2
2/6/2019,12/5/2018,INV-60494,3,1,1,2,10,229,2
2/6/2019,11/30/2018,INV-60495,3,1,1,2,11,315,4
2/6/2019,10/11/2018,INV-60496,3,1,1,2,11,249,4
2/6/2019,8/19/2018,INV-60497,3,1,1,2,11,249,3
2/6/2019,10/1/2018,INV-60498,3,2,4,2,11,256,2
2/6/2019,12/29/2018,INV-60499,3,1,4,2,11,250,2
2/6/2019,10/22/2018,INV-60500,3,2,6,2,10,231,3
2/6/2019,9/20/2018,INV-60501,3,2,7,2,10,232,3
2/6/2019,12/9/2018,INV-60502,3,2,8,2,10,231,2
2/6/2019,12/27/2018,INV-60503,1,1,8,2,11,247,2
2/6/2019,8/27/2018,INV-60504,1,2,9,2,11,250,2
2/6/2019,11/30/2018,INV-60505,3,2,9,2,11,255,4
2/6/2019,10/31/2018,INV-60506,1,1,9,2,11,275,2
2/6/2019,12/31/2018,INV-60507,3,2,10,2,11,246,2
2/7/2019,12/9/2018,INV-60508,3,2,1,2,10,226,2
2/7/2019,12/15/2018,INV-60509,3,1,6,2,10,227,2
2/7/2019,10/9/2018,INV-60510,3,1,9,2,10,241,4
2/7/2019,1/17/2019,INV-60511,1,1,9,2,10,311,2
2/7/2019,8/13/2018,INV-60512,3,1,9,2,10,227,4
2/7/2019,12/8/2018,INV-60513,4,1,9,2,11,244,2
2/7/2019,8/26/2018,INV-60514,1,1,9,2,11,255,3
2/7/2019,11/8/2018,INV-60515,1,1,9,2,11,268,3
2/8/2019,1/1/2019,INV-60516,3,1,1,2,11,257,2
2/8/2019,11/10/2018,INV-60517,3,2,4,2,11,273,2
2/8/2019,8/29/2018,INV-60518,3,1,7,2,11,268,2
2/8/2019,1/21/2019,INV-60519,3,1,7,2,11,247,4
2/8/2019,1/26/2019,INV-60520,3,1,7,2,11,268,2
2/8/2019,12/17/2018,INV-60521,4,2,8,2,10,232,2
2/8/2019,9/20/2018,INV-60522,4,1,9,2,10,305,2
2/8/2019,11/27/2018,INV-60523,1,2,9,2,10,229,3
2/8/2019,11/20/2018,INV-60524,4,2,9,2,10,229,4
2/8/2019,9/9/2018,INV-60525,1,2,9,2,11,257,2
2/8/2019,1/19/2019,INV-60526,3,2,10,2,11,246,2
2/9/2019,1/5/2019,INV-60527,1,2,4,2,10,228,2
2/9/2019,10/21/2018,INV-60528,3,1,7,2,10,305,3
2/9/2019,1/9/2019,INV-60529,3,1,7,2,11,263,3
2/9/2019,9/9/2018,INV-60530,1,1,8,2,11,255,2
2/9/2019,8/29/2018,INV-60531,3,2,9,2,10,226,3
2/9/2019,9/11/2018,INV-60532,3,1,9,2,10,227,2
2/9/2019,1/19/2019,INV-60533,3,1,9,2,10,229,2
2/9/2019,8/17/2018,INV-60534,4,1,9,2,10,226,4
2/9/2019,10/4/2018,INV-60535,1,1,10,2,10,229,2
2/9/2019,12/31/2018,INV-60536,1,2,10,2,10,237,2
2/9/2019,9/8/2018,INV-60537,3,2,10,2,11,263,2
2/10/2019,10/26/2018,INV-60538,3,2,1,2,11,260,2
2/10/2019,8/20/2018,INV-60539,1,2,6,2,10,226,2
2/10/2019,11/22/2018,INV-60540,3,2,6,2,10,226,2
2/10/2019,10/5/2018,INV-60541,1,2,7,2,10,242,2
2/10/2019,1/26/2019,INV-60542,1,1,9,2,10,226,2
2/10/2019,10/5/2018,INV-60543,4,1,9,2,11,244,2
2/10/2019,1/12/2019,INV-60544,1,1,10,2,10,229,2
2/11/2019,10/30/2018,INV-60545,1,2,9,2,10,239,2
2/11/2019,1/2/2019,INV-60546,3,2,9,2,10,232,2
2/11/2019,10/10/2018,INV-60547,3,1,10,2,10,226,2
2/11/2019,11/27/2018,INV-60548,4,1,10,2,11,264,2
2/12/2019,1/25/2019,INV-60549,1,2,1,2,10,231,2
2/12/2019,11/10/2018,INV-60550,3,1,4,2,10,232,2
2/12/2019,10/5/2018,INV-60551,3,2,7,2,11,266,4
2/12/2019,10/20/2018,INV-60552,4,1,9,2,10,311,2
2/12/2019,8/17/2018,INV-60553,1,1,9,2,10,237,2
2/12/2019,10/29/2018,INV-60554,1,2,9,2,10,231,2
2/12/2019,8/31/2018,INV-60555,4,2,9,2,10,229,3
2/12/2019,11/25/2018,INV-60556,3,2,9,2,11,250,2
2/12/2019,11/16/2018,INV-60557,3,2,9,2,11,259,3
2/12/2019,9/26/2018,INV-60558,1,1,10,2,11,254,4
2/13/2019,9/18/2018,INV-60559,3,1,1,2,11,268,2
2/13/2019,12/29/2018,INV-60560,3,2,4,2,11,313,2
2/13/2019,11/17/2018,INV-60561,1,2,8,2,10,231,2
2/13/2019,8/26/2018,INV-60562,3,2,8,2,10,234,2
2/13/2019,9/13/2018,INV-60563,1,2,8,2,11,245,2
2/13/2019,10/8/2018,INV-60564,1,1,8,2,11,251,2
2/13/2019,10/22/2018,INV-60565,4,2,9,2,10,241,2
2/13/2019,1/21/2019,INV-60566,4,2,9,2,10,232,4
2/13/2019,11/9/2018,INV-60567,1,1,9,2,10,231,2
2/13/2019,9/7/2018,INV-60568,1,1,9,2,11,265,3
2/13/2019,2/2/2019,INV-60569,3,2,10,2,11,249,2
2/14/2019,9/26/2018,INV-60570,4,1,4,2,11,245,2
2/14/2019,12/6/2018,INV-60571,3,2,4,2,11,275,2
2/14/2019,12/1/2018,INV-60572,3,2,4,2,11,273,2
2/14/2019,12/23/2018,INV-60573,3,2,4,2,11,273,4
2/14/2019,11/29/2018,INV-60574,1,2,7,2,11,245,2
2/14/2019,10/18/2018,INV-60575,1,2,7,2,11,246,2
2/14/2019,1/3/2019,INV-60576,3,1,8,2,11,250,2
2/14/2019,11/6/2018,INV-60577,4,1,9,2,10,308,2
2/14/2019,11/20/2018,INV-60578,1,1,9,2,10,226,2
2/14/2019,9/8/2018,INV-60579,1,1,9,2,11,263,2
2/14/2019,2/9/2019,INV-60580,3,2,10,2,11,249,2
2/15/2019,8/30/2018,INV-60581,4,2,1,2,10,227,2
2/15/2019,12/27/2018,INV-60582,4,1,1,2,11,275,2
2/15/2019,10/22/2018,INV-60583,3,2,6,2,11,254,4
2/15/2019,9/27/2018,INV-60584,4,1,8,2,11,259,4
2/15/2019,1/13/2019,INV-60585,4,2,9,2,10,227,2
2/15/2019,2/6/2019,INV-60586,1,1,9,2,10,229,2
2/15/2019,1/17/2019,INV-60587,4,2,9,2,10,231,2
2/15/2019,11/4/2018,INV-60588,1,2,9,2,11,264,2
2/15/2019,2/8/2019,INV-60589,3,1,9,2,11,274,3
2/15/2019,9/3/2018,INV-60590,4,2,9,2,11,263,2
2/15/2019,8/23/2018,INV-60591,1,2,9,2,11,249,2
2/16/2019,8/25/2018,INV-60592,1,1,6,2,10,236,4
2/16/2019,8/26/2018,INV-60593,3,2,8,2,10,226,2
2/16/2019,9/18/2018,INV-60594,4,2,9,2,10,229,4
2/16/2019,12/5/2018,INV-60595,3,1,10,2,10,226,2
2/17/2019,1/11/2019,INV-60596,4,2,4,2,10,229,2
2/17/2019,1/27/2019,INV-60597,1,2,7,2,11,254,2
2/17/2019,11/14/2018,INV-60598,4,2,8,2,10,232,2
2/17/2019,11/8/2018,INV-60599,1,2,8,2,10,227,2
2/17/2019,12/16/2018,INV-60600,4,1,9,2,10,311,3
2/17/2019,12/28/2018,INV-60601,3,2,9,2,10,226,2
